,10,30,50,51,60,61,70,71,80,81,90,91,100,101,110,111,121,122,130,131,140,141,150,151,160,161,170,180,181,190,191,200,201,220,221,230,231,240,241,244,488,976,977,1952,1953
1,0.546461555,0.554773411,0.578935782,0.523480455,0.576267182,0.593417096,0.513471864,0.503200172,0.48924506,0.538396692,0.537140249,0.578329038,0.531513101,0.586173754,0.586699957,0.559358892,0.570779639,0.528935782,0.557844716,0.548260309,0.580498282,0.560448883,0.562945662,0.557887672,0.582592354,0.584600515,0.560368342,0.542912371,0.58464884,0.604290163,0.584117268,0.525842998,0.595983677,0.558344072,0.587258376,0.593921821,0.538799399,0.570693729,0.580551976,0.590324313,0.561973797,0.601600086,0.596542096,0.590796821,0.559863617
2,0.582028565,0.585636813,0.583542741,0.584605885,0.584605885,0.582028565,0.588745704,0.584138746,0.58409579,0.58566366,0.580482174,0.580482174,0.589255799,0.574318084,0.582544029,0.586667741,0.586667741,0.580482174,0.583064863,0.582023196,0.587698668,0.590834407,0.590281357,0.585685137,0.598007947,0.574844287,0.582023196,0.589782002,0.587704038,0.586716065,0.581008376,0.581513101,0.585121349,0.586667741,0.600590636,0.581029854,0.590275988,0.584090421,0.589760524,0.594474871,0.601095361,0.58924506,0.606255369,0.602142397,0.592853308
3,0.578935782,0.580482174,0.587693299,0.593390249,0.588777921,0.583059493,0.598029424,0.587698668,0.618626503,0.59034579,0.579000215,0.585636813,0.600585266,0.614078608,0.605825816,0.61553372,0.600655069,0.606872852,0.578935782,0.603726375,0.612451675,0.605224442,0.579451246,0.626406787,0.604708978,0.611415378,0.620248067,0.61056701,0.589787371,0.622879081,0.607297036,0.623303265,0.625934278,0.622315292,0.628060567,0.620709837,0.628565292,0.620849442,0.64549506,0.635636813,0.630031143,0.650767826,0.614486684,0.605224442,0.581056701
4,0.580997637,0.600649699,0.6129564,0.585180412,0.596977019,0.609380369,0.602099442,0.603731744,0.588208763,0.641929768,0.621719287,0.588230241,0.607286297,0.612559064,0.612977878,0.652765249,0.628001503,0.629606959,0.604257947,0.655777491,0.624865765,0.637816796,0.618744631,0.624301976,0.60376396,0.654805627,0.643508376,0.634675687,0.642418385,0.62481207,0.611549613,0.619276203,0.63464884,0.620822595,0.649103308,0.614067869,0.639760524,0.614057131,0.626922251,0.60367805,0.6136061,0.592912371,0.591376718,0.580482174,0.581513101
5,0.57996671,0.590275988,0.597535438,0.610964347,0.614626289,0.627974656,0.624849656,0.631668814,0.624887242,0.634713273,0.63060567,0.598045533,0.638300043,0.617171392,0.648630799,0.651234966,0.653780069,0.662075816,0.640383376,0.626492698,0.661501289,0.642960696,0.630482174,0.648539519,0.643374141,0.632646048,0.635266323,0.644512457,0.649189218,0.645027921,0.665136383,0.656926546,0.633709192,0.616607603,0.628076675,0.620199742,0.634627363,0.650150344,0.615560567,0.631539948,0.611925473,0.584611254,0.580997637,0.587704038,0.584605885
6,0.583574957,0.590335052,0.604708978,0.620806486,0.597014605,0.628425687,0.608897122,0.619174184,0.631088918,0.636710696,0.639304124,0.635642182,0.64044244,0.631083548,0.63106744,0.636775129,0.633118557,0.657399055,0.66461555,0.634664948,0.637881229,0.634262242,0.646026632,0.661984536,0.639857174,0.656824527,0.645532646,0.643948668,0.638289304,0.651766538,0.629032431,0.650698024,0.620269545,0.627002792,0.64559171,0.629080756,0.630562715,0.633703823,0.639835696,0.60790378,0.605224442,0.583059493,0.578420318,0.535121349,0.571203823
7,0.578420318,0.607307775,0.58924506,0.62288445,0.640920318,0.633156143,0.638283935,0.631513101,0.623883162,0.615619631,0.641972723,0.639814218,0.628484751,0.645946091,0.630031143,0.608945447,0.632082259,0.641376718,0.641344502,0.628962629,0.639325601,0.619797036,0.633698454,0.632146692,0.639862543,0.650649699,0.648142182,0.60992805,0.63777384,0.644469502,0.616113617,0.614567225,0.624371778,0.632672895,0.631056701,0.614035653,0.629515679,0.603135739,0.597046821,0.595559493,0.60634128,0.584128007,0.582544029,0.554193514,0.511925473
8,0.57481207,0.588214132,0.594915163,0.596590421,0.616151203,0.642933849,0.601165163,0.632103737,0.624377148,0.620215851,0.647138101,0.626900773,0.622347509,0.622358247,0.629494201,0.633612543,0.619705756,0.639357818,0.619227878,0.623389175,0.621273625,0.630594931,0.598050902,0.611415378,0.610996564,0.60165378,0.637279854,0.630047251,0.648093857,0.625402706,0.607275558,0.624876503,0.620736684,0.6207689,0.621794459,0.606792311,0.617198239,0.594399699,0.623297895,0.601143686,0.584036727,0.58924506,0.587236899,0.542853308,0.4629564
9,0.580997637,0.584605885,0.603269974,0.603221649,0.605315722,0.613074527,0.567595576,0.604730455,0.629494201,0.611474442,0.615039734,0.59963488,0.622879081,0.603167955,0.629005584,0.635765679,0.594915163,0.597014605,0.59181701,0.614594072,0.580997637,0.620317869,0.608795103,0.622803909,0.615619631,0.607286297,0.624344931,0.606883591,0.616618342,0.616672036,0.606770833,0.610379081,0.609348153,0.602700816,0.606851375,0.606303694,0.605245919,0.595425258,0.59237543,0.595478952,0.594512457,0.550069802,0.57738939,0.481513101,0.52895189
10,0.578935782,0.592418385,0.591306916,0.600069802,0.592391538,0.60321628,0.605224442,0.601616194,0.598555627,0.590791452,0.597492483,0.59650988,0.604236469,0.588262457,0.597583763,0.598523411,0.599049613,0.57996671,0.5799,0.615582045,0.596472294,0.609412586,0.587714777,0.600102019,0.594915163,0.596461555,0.589760524,0.585132088,0.602743771,0.583574957,0.594399699,0.593884235,0.598593213,0.581513101,0.595473582,0.583644759,0.596015893,0.594399699,0.590791452,0.588761813,0.583574957,0.51553372,0.527931701,0.467294888,0.456717139
11,0.578935782,0.581513101,0.57224012,0.589293385,0.599038875,0.596477663,0.58565829,0.59549506,0.600585266,0.597492483,0.547589132,0.597492483,0.590275988,0.585647552,0.579451246,0.543368771,0.592337844,0.578420318,0.578,0.586678479,0.581513101,0.592337844,0.579451246,0.585121349,0.583542741,0.588729596,0.58924506,0.560894545,0.589298754,0.582028565,0.575327534,0.58924506,0.590275988,0.591333763,0.58823561,0.57738939,0.587242268,0.579977448,0.576873926,0.571746134,0.591306916,0.538214132,0.524296607,0.270693729,0.456255369
12,0.578935782,0.578935782,0.57996671,0.586163015,0.584090421,0.59338488,0.582060782,0.586184493,0.583574957,0.583574957,0.580997637,0.585121349,0.580997637,0.588729596,0.583059493,0.583059493,0.583102448,0.57996671,0.579,0.578935782,0.584090421,0.584128007,0.590275988,0.582586985,0.582544029,0.584090421,0.597562285,0.584090421,0.583059493,0.58924506,0.594915163,0.581513101,0.588729596,0.575842998,0.587183204,0.582028565,0.580482174,0.585636813,0.581513101,0.577904854,0.591306916,0.548007947,0.453162586,0.508478308,0.326959837
